Heading,Sentiment
oh god one of the teachers here gave me a rotten gogoma to eat.. and i'm so hungry i'm trying to eat around the bad parts  HAHAHAHA,Negative
Still a got headache  . Getting ready for work,Positive
"has to flip his lifestyle around, goodbye to sleeping in  and hello work at 6am!",Neutral
@EvilUnicorn will do  &lt;3,Neutral
"@honeyortar the hinge broke  it works, just doesn't open smoothly and it's pissing me off. I dunno I'll see if it can be fixed first.",Negative
Damn it. I hate this stage of the breakup process. I miss the boy.  We had just fallen in love. DAMN IT. WHY???!!!  Poop.,Negative
@rachaelyamagata You were amazing Rach! Thank you for the music! I waited outside but you never showed up!  There's always the next album!,Positive
@Nightwyrm no not yet ,Negative
i ate so many cookies that I think I'm hallucinating... ,Neutral
i don't wanna go to work i wanna go to bed! ,Neutral
So much for th paper.  i just woke up from my nap ,Neutral
@rampantheart can do everything except add a twitter field in the comment.. ,Neutral
"I found my MADDEN '08!  in '09  ...oh well, I say Old is New Again!",Positive
is missing his favourite friend ,Positive
@BrandzHD TAKIN A BREAK FROM THE CLUBS PLEASE DONT TELL ME WHERE U AT ,Positive
"I don't want to talk to advisors, they don't advise, the judge your arse off ",Negative
down to 2 packs of moroccan mint tea...and a whole truckloads of kenyan tea. ,Neutral
@idolette @marissatastic - I'm so sad about the House episode tonight  but bigger &amp; better things (damn that Taub LOL),Positive
@choclatdrop404 he's not paying me any attn ,Neutral
@shalinique For saying 2 may change up ur twitter game I like u just the way u r on here ,Positive
@Gen_Marie  I hope we can fix you in California at least.....,Positive
@oishiieats ,Neutral
I'm Not There is on HBO in 30 minutes! Got excited then remembered I should get some sleep tonight. And why is it not on again soon? Sad ,Negative
Too tired to leave bed. ,Negative
@adreamforsteph ok House was sad. ,Negative
"ooh...hungry... before anything creeps out of the kitchen with legs...and/or arms...*attacks fridge* ah, cold chicken how exciting ",Positive
@junebugg15  I had to super glue my shoe!! Lol,Positive
owwwwww!!!  What a doozy of a headache.  2 tablets later and it has only taken  off a slight edge ,Neutral
Only two more days until holidays! All my friends are in public schools so we can't hang out on Thursday  THEN DISNEYLAND OMG.,Positive
Finds her mom rly annoying. I need to detox and do an H2O day. My skin is shitting. ,Negative
I'm off to bed... way to late... will likely be a sac a shit at work tomorrow.  ,Negative
"@ylizabeth because you died, and i never see you. ",Negative
@kcarruthers I'm only 540 years old in pixie years. ,Neutral
body clock still up the chuffer..note never ever stay up late again -also afro is back ,Neutral
stupid thing wont let me get into my old twitter page so i had to make a new one ,Negative
I am soooo tired @ work ,Negative
Txt-Chat with Jake. Lmfao. Its Frikkin Awesome! I Miss This Effin Boy So Much.  Awww. Hoping You Would Come Back Here Na! ) xxxx,Positive
@kristinfinley ur phone and its breaking disease has spread to my phone it doesnt ring any more  just flashes agh only one moth till a ...,Neutral
won't be doing the Frank Morgan race ,Neutral
@CHRISDJMOYLES I'm not excited as I live in Wales ,Negative
"blahhh, my throat is sore &amp; i keep coughing. i hate being sick ",Negative
"I'm sitting up, unable to sleep ",Neutral
"Motivated to sleep, but I'm feeling quite icky. ",Positive
"Oh dear, all the pups died 1 by 1 last night, perhaps it was because Princess rejected them ",Negative
I am going to be 30 in a month...  Ugh ,Negative
3 in the morning and I can't sleep. ,Neutral
"@scarletjac thanks, I know that video is harrowing, especially the last 2 minutes  I must admit I cried",Positive
"Just wrote a 2 pg paper n 30 min, studied n now off 2 bed. Gotta wake up n 3 hours. OH JOY!  Nite all!",Positive
beginning to enjoy lazy town - oh dear ,Positive
or should i say my brain needs to optimise my neural search pathways to find my muscles again ,Positive
I cried when I heard the girl from Tracy was found today. It was soooo sad   May god bless Sandra Cantu.,Negative
@gmg2001 lol omg don't tempt me! I just started p90 2 hours ago. I need to at least be good for a day! shoulda asked me yesterday ,Positive
Had a moment with run fatboy run ,Neutral
"haven't even had time to twitt theese last few days, insane! ",Negative
"@Wyldceltic1 oh man, it was the most sad ever. ",Negative
Twitter woke me up ,Neutral
@SpazMoraz get up lady! See you in work ... Boohoo ,Neutral
Something got into my eye...now its itchy. aw. ,Negative
@mrskutcher I was just thinking that today - how deprssing it all is!  Makes us appreciate life more.,Positive
@keelybin Ermmm not really. It's hearing the dreaded alarm clock ,Negative
@cannibaleyes I as bowling and the shit ripped ,Positive
"@EIsie Mate that's rubbish  10pt hug. Tom covered in spots and obviously not happy, but Doc says it's nothing 'bad'. Tell that to Tom...",Neutral
@Warlach Curse ye!! Have fun at it. I miss doing online PR for Paramount Pics ,Negative
"ugh, just read on #CNN that they found the Cantu girl's body in a pond near their home. How terrible for her family ",Negative
Can't sleep. It's 2:05am--Ugh!!! I'm not even sleepy ,Neutral
"How sad, I did not know Andy Hallet died  http://tinyurl.com/dhq7xv",Negative
... or so I thought....  ,Neutral
"@markress understand that, we are all busy. I can only tweet after work. ",Neutral
@samsungimaging better get your auto feature ironed out. that blast of advertisements was nothing less than industrial strength spam! ,Positive
"@TexasVegetarian Oh, God, ow.  That must have hurt like a bitch.  ",Negative
"Up and showered, now to get dressed for the late shift lollypop ",Neutral
@GillianMe Yeah he was ,Positive
"really now, time for sleep. dreaming of my city, more tattoos, and other great things. waking up to early morning sociology ",Positive
@dougiemcfly hey saw u guys play @ pushover..didn't get 2 meet u tho cuz of th HUGE line  i was very upset lol..a msg would make up 4 it!,Positive
Good morning... I wish the weather was as good as in Germany today ,Positive
I wish we had a Dunkin Donuts in Holland  Today my moms back from Japan. Can't wait to see her!,Positive
Sooooooo busy right now. Have a lot of custom orders to catch up on! Haven't blogged since the 31st.  There aren't enough hrs in a day! ;),Positive
right got a stinking headache but I need to run I'm not a happy bunny ,Negative
"sorry, I should say that this vid hits you hard, please beware the last 2 minutes especially  http://www.youtube.com/watch?v=EUJSME0TORw",Positive
Wondering why gamebattles is down  http://bit.ly/qZuUY,Neutral
Too much traffic on the A2  Can't wait till all 10 lanes are ready ... 2010?,Positive
slept for 11 hours.. had been awake since 5.30am yesterday..  and still i was late for the exam  gotta wake up at 5 tomoro onwards ,Neutral
Almost finished with new moon.... If I didn't have to work tomorrow I would totally finish it tonight! Geez... ,Neutral
Ok wonder why twitpix isn't an option for this new phone I got?! I can't win! I'll leave the photos to my cuz I guess... ,Negative
they usually make me Zzzz... but not today ,Neutral
My Macbook just froze. Luckily I was able to take a screen shot of my paper and retyped the end of it. I submitted my paper 1 min. late. ,Positive
"@rougeforever I've just been faffing  Actually, reading; which is work but doesn't feel productive.",Neutral
@thecampingforum if the forcasters are to be believed we'll be lucky of it lasts till this afternoon ,Positive
@babybazooka i do too...but it's hard ,Negative
"@CherylTheLibr_n Thanks for the Rebuilders/Rebuilding tip.  She's trying to help her mom thru a divorce, and herself thru a breakup.  ",Positive
Left head phone has died this morning. 1 head phone to keep me company on my journey ,Negative
@meganh93 same it has been drizzling all day  if u are going to rain might as well pour.,Positive
i cant sleep ugghhh ,Neutral
just got to work and am so ravenous have eaten my gipton steak &amp; branston sarnies. Now I'll have to buy something for lunch!!   doh!,Neutral
"New iphone, yay! Not restoring backup, no!  Stupid apple.",Neutral
"A few catering gigs, very cool, getting ready for the normal week.  Working on Easter.  ",Positive
i cant sleep ,Neutral
"@hamporter I always walk by the annex hoping to see you, but instead I get the Nguyen family ",Positive
Know exactly how you feel man  re: http://ff.im/1XTN7,Neutral
im yellinq at ma mummyy  !! lol .. she is ANGRY AT MEE  !! ,Negative
"I really don't want to go back to Chicago. I liked not hearing about bad politicians or Oprah, I hate Oprah.  Only 4 days left in the UK ",Positive
@CandiceNicolePR I haven't heard from you in while ,Neutral
Still doing homework. ,Neutral
@ShannaMoakler I'm afraid to fly too. I straight up REFUSE to get on a plane. It sucks because it REALLY limits where you can go ,Negative
Tony has changed so much. Why did he have to change? ,Neutral
"Feeling a bit better today, at least I can walk. I have NO idea what happened yesterday. On my way to school now... Ugh... ",Positive
Just about to leave for another exciting day at work ,Positive
"@christieeee Aww, I'm so sorry dearyy ",Negative
Fuck la circulation ce mat1 ,Negative
"Can't belive it.. We're home!! So sleepy 4 hrs today..  in Round Rock, TX http://loopt.us/GEtn1w",Positive
I'm at disneyland again Ahaha! And i'm sad the pineapple stand is closed... I have 3 dollars ,Negative
"Ok... so 2 hours into the self imposed shopping ban, and i am already aching for a shoe fix...this is going to be harder than i thought ",Negative
My whip cream is melting ,Neutral
I was woken up by my mom. now i cant get to sleep. ,Neutral
"Lonely bed, no husband. ",Negative
"Why is it that I have 46 followers, none of whom acknowledge me? ",Neutral
Stupid m&amp;ms make my stomach hurt ,Negative
Best monday ever. Missed gossip girl.  Oh well. Spent time with BFF today! Wonderful Night! xoxo,Positive
@pilvlp My luck I'd probably get stopped by a cop or something stupid!  ,Negative
Sitting at home and im very bored   keep hearing really weird noises downstairs. Kinda creepy,Negative
Let us know how he's doing ok? ,Positive
"@Kailuh Dis guy was talking about his brother's cock, and thats all I feel like talking about   EWWW  You can figure out the rest.",Positive
my birthday today. feel so old ,Neutral
@Amelia_Torode Have fun shopping ... but bear in mind the horrible forex truth  http://bit.ly/kHBN  ,Negative
